census_tract_number,state,county,tract_type,acs_data_source
36059517200,New York,Nassau,Low-Income Community,2011-2015
36061000202,New York,New York,Low-Income Community,2011-2015
36061002201,New York,New York,Low-Income Community,2011-2015
36061002601,New York,New York,Low-Income Community,2011-2015
36061006200,New York,New York,Low-Income Community,2011-2015
36061013500,New York,New York,Low-Income Community,2011-2015
36061016800,New York,New York,Low-Income Community,2011-2015
36061018000,New York,New York,Low-Income Community,2011-2015
36061019200,New York,New York,Low-Income Community,2011-2015
36061019400,New York,New York,Low-Income Community,2011-2015
36061019600,New York,New York,Low-Income Community,2011-2015
36061020600,New York,New York,Low-Income Community,2011-2015
36061020800,New York,New York,Low-Income Community,2011-2015
36061020901,New York,New York,Low-Income Community,2011-2015
36061021303,New York,New York,Low-Income Community,2011-2015
36061021500,New York,New York,Low-Income Community,2011-2015
36061021600,New York,New York,Low-Income Community,2011-2015
36061021800,New York,New York,Low-Income Community,2011-2015
36061021900,New York,New York,Low-Income Community,2011-2015
36061022200,New York,New York,Low-Income Community,2011-2015
36061022301,New York,New York,Low-Income Community,2011-2015
36061022302,New York,New York,Low-Income Community,2011-2015
36061022400,New York,New York,Low-Income Community,2011-2015
36061023000,New York,New York,Low-Income Community,2011-2015
36061023200,New York,New York,Low-Income Community,2011-2015
36061024100,New York,New York,Low-Income Community,2011-2015
36061024200,New York,New York,Low-Income Community,2011-2015
36061024301,New York,New York,Low-Income Community,2011-2015
36061026100,New York,New York,Low-Income Community,2011-2015
36061026900,New York,New York,Low-Income Community,2011-2015
36061027700,New York,New York,Low-Income Community,2011-2015
36061027900,New York,New York,Low-Income Community,2011-2015
36061028700,New York,New York,Low-Income Community,2011-2015
36061029100,New York,New York,Low-Income Community,2011-2015
36061029300,New York,New York,Low-Income Community,2011-2015
36061029900,New York,New York,Low-Income Community,2011-2015
36061030300,New York,New York,Low-Income Community,2011-2015
36063020200,New York,Niagara,Low-Income Community,2011-2015
36063020500,New York,Niagara,Low-Income Community,2011-2015
36063021100,New York,Niagara,Low-Income Community,2011-2015
36063021200,New York,Niagara,Low-Income Community,2011-2015
36063021700,New York,Niagara,Low-Income Community,2011-2015
36063023100,New York,Niagara,Low-Income Community,2011-2015
36063023200,New York,Niagara,Low-Income Community,2011-2015
36063023700,New York,Niagara,Low-Income Community,2011-2015
36065020102,New York,Oneida,Low-Income Community,2011-2015
36065020300,New York,Oneida,Low-Income Community,2011-2015
36065020900,New York,Oneida,Low-Income Community,2011-2015
36065021900,New York,Oneida,Low-Income Community,2011-2015
36065022500,New York,Oneida,Low-Income Community,2011-2015
36065026300,New York,Oneida,Low-Income Community,2011-2015
36065026400,New York,Oneida,Low-Income Community,2011-2015
36067000501,New York,Onondaga,Low-Income Community,2011-2015
36067001600,New York,Onondaga,Low-Income Community,2011-2015
36067002101,New York,Onondaga,Low-Income Community,2011-2015
36067002300,New York,Onondaga,Low-Income Community,2011-2015
36067003000,New York,Onondaga,Low-Income Community,2011-2015
36067003200,New York,Onondaga,Low-Income Community,2011-2015
36067003400,New York,Onondaga,Low-Income Community,2011-2015
36067003500,New York,Onondaga,Low-Income Community,2011-2015
36067003900,New York,Onondaga,Low-Income Community,2011-2015
36067004000,New York,Onondaga,Low-Income Community,2011-2015
36067004200,New York,Onondaga,Low-Income Community,2011-2015
36067005200,New York,Onondaga,Low-Income Community,2011-2015
36067005300,New York,Onondaga,Low-Income Community,2011-2015
36067005400,New York,Onondaga,Low-Income Community,2011-2015
36069051000,New York,Ontario,Low-Income Community,2011-2015
36069051100,New York,Ontario,Low-Income Community,2011-2015
36069051800,New York,Ontario,Low-Income Community,2011-2015
36071000300,New York,Orange,Low-Income Community,2011-2015
36071000400,New York,Orange,Low-Income Community,2011-2015
36071001500,New York,Orange,Low-Income Community,2011-2015
36071002200,New York,Orange,Low-Income Community,2011-2015
36071002300,New York,Orange,Low-Income Community,2011-2015
36071015100,New York,Orange,Low-Income Community,2011-2015
36073040700,New York,Orleans,Low-Income Community,2011-2015
36075020301,New York,Oswego,Low-Income Community,2011-2015
36075020302,New York,Oswego,Low-Income Community,2011-2015
36075021102,New York,Oswego,Low-Income Community,2011-2015
36075021605,New York,Oswego,Low-Income Community,2011-2015
36077591100,New York,Otsego,Low-Income Community,2011-2015
36081000100,New York,Queens,Non-LIC Contiguous,2011-2015
36081002500,New York,Queens,Low-Income Community,2011-2015
36081003100,New York,Queens,Low-Income Community,2011-2015
36081003300,New York,Queens,Low-Income Community,2011-2015
36081003900,New York,Queens,Low-Income Community,2011-2015
36081005100,New York,Queens,Low-Income Community,2011-2015
36081005500,New York,Queens,Low-Income Community,2011-2015
36081005700,New York,Queens,Low-Income Community,2011-2015
36081007900,New York,Queens,Low-Income Community,2011-2015
36081008500,New York,Queens,Low-Income Community,2011-2015
36081008700,New York,Queens,Low-Income Community,2011-2015
36081011300,New York,Queens,Low-Income Community,2011-2015
36081011400,New York,Queens,Low-Income Community,2011-2015
36081011600,New York,Queens,Low-Income Community,2011-2015
36081011900,New York,Queens,Low-Income Community,2011-2015
36081014202,New York,Queens,Low-Income Community,2011-2015
36081014400,New York,Queens,Low-Income Community,2011-2015
36081015700,New York,Queens,Low-Income Community,2011-2015
36081015900,New York,Queens,Low-Income Community,2011-2015
36081017900,New York,Queens,Low-Income Community,2011-2015
36081018101,New York,Queens,Low-Income Community,2011-2015
36081018900,New York,Queens,Low-Income Community,2011-2015
36081019600,New York,Queens,Low-Income Community,2011-2015
36081019900,New York,Queens,Non-LIC Contiguous,2011-2015
36081020400,New York,Queens,Low-Income Community,2011-2015
36081020500,New York,Queens,Low-Income Community,2011-2015
36081020800,New York,Queens,Low-Income Community,2011-2015
36081021200,New York,Queens,Low-Income Community,2011-2015
36081024000,New York,Queens,Low-Income Community,2011-2015
36081025400,New York,Queens,Low-Income Community,2011-2015
36081026000,New York,Queens,Low-Income Community,2011-2015
36081026901,New York,Queens,Low-Income Community,2011-2015
36081028300,New York,Queens,Low-Income Community,2011-2015
36081030600,New York,Queens,Non-LIC Contiguous,2011-2015
36081032000,New York,Queens,Low-Income Community,2011-2015
36081041400,New York,Queens,Low-Income Community,2011-2015
36081041500,New York,Queens,Low-Income Community,2011-2015
36081044000,New York,Queens,Low-Income Community,2011-2015
36081044400,New York,Queens,Low-Income Community,2011-2015
36081044601,New York,Queens,Low-Income Community,2011-2015
36081044602,New York,Queens,Low-Income Community,2011-2015
36081066400,New York,Queens,Non-LIC Contiguous,2011-2015
36081069300,New York,Queens,Low-Income Community,2011-2015
36081071100,New York,Queens,Low-Income Community,2011-2015
36081071304,New York,Queens,Low-Income Community,2011-2015
36081071702,New York,Queens,Low-Income Community,2011-2015
36081079200,New York,Queens,Low-Income Community,2011-2015
36081084602,New York,Queens,Low-Income Community,2011-2015
36081086900,New York,Queens,Low-Income Community,2011-2015
36081087100,New York,Queens,Low-Income Community,2011-2015
36081088901,New York,Queens,Low-Income Community,2011-2015
36081092500,New York,Queens,Low-Income Community,2011-2015
36081094201,New York,Queens,Low-Income Community,2011-2015
36081097203,New York,Queens,Low-Income Community,2011-2015
36081099200,New York,Queens,Low-Income Community,2011-2015
36081099802,New York,Queens,Low-Income Community,2011-2015
36081100802,New York,Queens,Low-Income Community,2011-2015
36081101001,New York,Queens,Low-Income Community,2011-2015
36081101002,New York,Queens,Low-Income Community,2011-2015
36081103201,New York,Queens,Low-Income Community,2011-2015
36081103202,New York,Queens,Low-Income Community,2011-2015
36081117100,New York,Queens,Low-Income Community,2011-2015
36083040400,New York,Rensselaer,Low-Income Community,2011-2015
36083040700,New York,Rensselaer,Low-Income Community,2011-2015
36083040800,New York,Rensselaer,Low-Income Community,2011-2015
36083051500,New York,Rensselaer,Low-Income Community,2011-2015
36085000300,New York,Richmond,Non-LIC Contiguous,2011-2015
36085000700,New York,Richmond,Low-Income Community,2011-2015
36085001100,New York,Richmond,Low-Income Community,2011-2015
36085002100,New York,Richmond,Low-Income Community,2011-2015
36085013301,New York,Richmond,Low-Income Community,2011-2015
36085020700,New York,Richmond,Low-Income Community,2011-2015
36085022300,New York,Richmond,Low-Income Community,2011-2015
36085031902,New York,Richmond,Low-Income Community,2011-2015
36087010702,New York,Rockland,Low-Income Community,2011-2015
36087010703,New York,Rockland,Low-Income Community,2011-2015
36089490100,New York,St. Lawrence,Low-Income Community,2011-2015
36089490200,New York,St. Lawrence,Low-Income Community,2011-2015
36089490300,New York,St. Lawrence,Low-Income Community,2011-2015
36089490900,New York,St. Lawrence,Low-Income Community,2011-2015
36089491400,New York,St. Lawrence,Low-Income Community,2011-2015
36089491500,New York,St. Lawrence,Low-Income Community,2011-2015
36089491600,New York,St. Lawrence,Low-Income Community,2011-2015
36091060400,New York,Saratoga,Low-Income Community,2011-2015
36093020200,New York,Schenectady,Low-Income Community,2011-2015
36093021001,New York,Schenectady,Low-Income Community,2011-2015
36093033500,New York,Schenectady,Low-Income Community,2011-2015
36095740200,New York,Schoharie,Non-LIC Contiguous,2011-2015
36095740400,New York,Schoharie,Low-Income Community,2011-2015
36097950300,New York,Schuyler,Low-Income Community,2011-2015
36097950500,New York,Schuyler,Low-Income Community,2011-2015
36099950600,New York,Seneca,Low-Income Community,2011-2015
36101960700,New York,Steuben,Low-Income Community,2011-2015
36101960800,New York,Steuben,Low-Income Community,2011-2015
36103110902,New York,Suffolk,Low-Income Community,2011-2015
36103122501,New York,Suffolk,Low-Income Community,2011-2015
36103146203,New York,Suffolk,Low-Income Community,2011-2015
36103159103,New York,Suffolk,Low-Income Community,2011-2015
36103169704,New York,Suffolk,Non-LIC Contiguous,2011-2015
36103169800,New York,Suffolk,Low-Income Community,2011-2015
36105950700,New York,Sullivan,Low-Income Community,2011-2015
36105951500,New York,Sullivan,Low-Income Community,2011-2015
36105951800,New York,Sullivan,Low-Income Community,2011-2015
36107020600,New York,Tioga,Non-LIC Contiguous,2011-2015
36107020701,New York,Tioga,Low-Income Community,2011-2015
36109000800,New York,Tompkins,Low-Income Community,2011-2015
36109001100,New York,Tompkins,Low-Income Community,2011-2015
36111951700,New York,Ulster,Low-Income Community,2011-2015
36111952100,New York,Ulster,Low-Income Community,2011-2015
36111952400,New York,Ulster,Low-Income Community,2011-2015
36111954800,New York,Ulster,Low-Income Community,2011-2015
36113070200,New York,Warren,Low-Income Community,2011-2015
36113074000,New York,Warren,Low-Income Community,2011-2015
36115088000,New York,Washington,Low-Income Community,2011-2015
36117021100,New York,Wayne,Low-Income Community,2011-2015
36117021200,New York,Wayne,Low-Income Community,2011-2015
36119000300,New York,Westchester,Low-Income Community,2011-2015
36119000401,New York,Westchester,Low-Income Community,2011-2015
36119000600,New York,Westchester,Low-Income Community,2011-2015
36119003100,New York,Westchester,Low-Income Community,2011-2015
36119005800,New York,Westchester,Low-Income Community,2011-2015
36119006100,New York,Westchester,Low-Income Community,2011-2015
36119007900,New York,Westchester,Low-Income Community,2011-2015
36119008000,New York,Westchester,Low-Income Community,2011-2015
36119009300,New York,Westchester,Low-Income Community,2011-2015
36119014300,New York,Westchester,Low-Income Community,2011-2015
36119981000,New York,Westchester,Low-Income Community,2011-2015
36119984000,New York,Westchester,Low-Income Community,2011-2015
36121970500,New York,Wyoming,Low-Income Community,2011-2015
37001020300,North Carolina,Alamance,Low-Income Community,2011-2015
37001020801,North Carolina,Alamance,Low-Income Community,2011-2015
37001021000,North Carolina,Alamance,Low-Income Community,2011-2015
37001021201,North Carolina,Alamance,Low-Income Community,2011-2015
37003040400,North Carolina,Alexander,Low-Income Community,2011-2015
37005950200,North Carolina,Alleghany,Low-Income Community,2011-2015
37007920500,North Carolina,Anson,Low-Income Community,2011-2015
37009970400,North Carolina,Ashe,Low-Income Community,2011-2015
37011930302,North Carolina,Avery,Low-Income Community,2011-2015
37013930400,North Carolina,Beaufort,Low-Income Community,2011-2015
37015960200,North Carolina,Bertie,Low-Income Community,2011-2015
37017950400,North Carolina,Bladen,Low-Income Community,2011-2015
37019020101,North Carolina,Brunswick,Low-Income Community,2011-2015
37019020104,North Carolina,Brunswick,Low-Income Community,2011-2015
37019020602,North Carolina,Brunswick,Non-LIC Contiguous,2011-2015
37021000200,North Carolina,Buncombe,Low-Income Community,2011-2015
37021000700,North Carolina,Buncombe,Low-Income Community,2011-2015
37021000900,North Carolina,Buncombe,Low-Income Community,2011-2015
37021001400,North Carolina,Buncombe,Low-Income Community,2011-2015
37021002000,North Carolina,Buncombe,Low-Income Community,2011-2015
37023020301,North Carolina,Burke,Non-LIC Contiguous,2011-2015
37023021100,North Carolina,Burke,Low-Income Community,2011-2015
37023021400,North Carolina,Burke,Low-Income Community,2011-2015
37025041000,North Carolina,Cabarrus,Low-Income Community,2011-2015
37025041902,North Carolina,Cabarrus,Low-Income Community,2011-2015
37025042300,North Carolina,Cabarrus,Low-Income Community,2011-2015
37027030100,North Carolina,Caldwell,Low-Income Community,2011-2015
37027030300,North Carolina,Caldwell,Low-Income Community,2011-2015
37027030800,North Carolina,Caldwell,Low-Income Community,2011-2015
37027031100,North Carolina,Caldwell,Low-Income Community,2011-2015
37029950102,North Carolina,Camden,Non-LIC Contiguous,2011-2015
37031970304,North Carolina,Carteret,Low-Income Community,2011-2015
37031970501,North Carolina,Carteret,Low-Income Community,2011-2015
37033930300,North Carolina,Caswell,Low-Income Community,2011-2015
37035010900,North Carolina,Catawba,Low-Income Community,2011-2015
37035011300,North Carolina,Catawba,Low-Income Community,2011-2015
37037020300,North Carolina,Chatham,Low-Income Community,2011-2015
37037020600,North Carolina,Chatham,Low-Income Community,2011-2015
37037020702,North Carolina,Chatham,Non-LIC Contiguous,2011-2015
37039930200,North Carolina,Cherokee,Low-Income Community,2011-2015
37041930200,North Carolina,Chowan,Low-Income Community,2011-2015
37043950200,North Carolina,Clay,Low-Income Community,2011-2015
37045950500,North Carolina,Cleveland,Low-Income Community,2011-2015
37045951000,North Carolina,Cleveland,Low-Income Community,2011-2015
37047930600,North Carolina,Columbus,Low-Income Community,2011-2015
37047930900,North Carolina,Columbus,Low-Income Community,2011-2015
37047931200,North Carolina,Columbus,Low-Income Community,2011-2015
37049960900,North Carolina,Craven,Low-Income Community,2011-2015
37051000200,North Carolina,Cumberland,Low-Income Community,2011-2015
37051000500,North Carolina,Cumberland,Low-Income Community,2011-2015
37051000702,North Carolina,Cumberland,Low-Income Community,2011-2015
37051000800,North Carolina,Cumberland,Low-Income Community,2011-2015
37051001000,North Carolina,Cumberland,Low-Income Community,2011-2015
37051001100,North Carolina,Cumberland,Low-Income Community,2011-2015
37051001604,North Carolina,Cumberland,Low-Income Community,2011-2015
37051003203,North Carolina,Cumberland,Low-Income Community,2011-2015
37051003800,North Carolina,Cumberland,Low-Income Community,2011-2015
37053110302,North Carolina,Currituck,Low-Income Community,2011-2015
37055970501,North Carolina,Dare,Low-Income Community,2011-2015
37057060700,North Carolina,Davidson,Low-Income Community,2011-2015
37057061400,North Carolina,Davidson,Low-Income Community,2011-2015
37059080500,North Carolina,Davie,Low-Income Community,2011-2015
37061090300,North Carolina,Duplin,Low-Income Community,2011-2015
37061090702,North Carolina,Duplin,Low-Income Community,2011-2015
37063001001,North Carolina,Durham,Low-Income Community,2011-2015
37063001100,North Carolina,Durham,Low-Income Community,2011-2015
37063001304,North Carolina,Durham,Low-Income Community,2011-2015
37063001400,North Carolina,Durham,Low-Income Community,2011-2015
37063001502,North Carolina,Durham,Low-Income Community,2011-2015
37063002016,North Carolina,Durham,Low-Income Community,2011-2015
37063002300,North Carolina,Durham,Low-Income Community,2011-2015
37065020200,North Carolina,Edgecombe,Low-Income Community,2011-2015
37065020400,North Carolina,Edgecombe,Low-Income Community,2011-2015
37065020900,North Carolina,Edgecombe,Low-Income Community,2011-2015
37065021000,North Carolina,Edgecombe,Low-Income Community,2011-2015
37065021300,North Carolina,Edgecombe,Non-LIC Contiguous,2011-2015
37067000100,North Carolina,Forsyth,Low-Income Community,2011-2015
37067000200,North Carolina,Forsyth,Low-Income Community,2011-2015
37067000301,North Carolina,Forsyth,Low-Income Community,2011-2015
37067000302,North Carolina,Forsyth,Low-Income Community,2011-2015
37067000700,North Carolina,Forsyth,Low-Income Community,2011-2015
37067000801,North Carolina,Forsyth,Low-Income Community,2011-2015
37067000802,North Carolina,Forsyth,Low-Income Community,2011-2015
37067001400,North Carolina,Forsyth,Low-Income Community,2011-2015
37067001602,North Carolina,Forsyth,Low-Income Community,2011-2015
37067001700,North Carolina,Forsyth,Low-Income Community,2011-2015
37067003313,North Carolina,Forsyth,Low-Income Community,2011-2015
37069060600,North Carolina,Franklin,Non-LIC Contiguous,2011-2015
37069060802,North Carolina,Franklin,Low-Income Community,2011-2015
37071030601,North Carolina,Gaston,Low-Income Community,2011-2015
37071031302,North Carolina,Gaston,Low-Income Community,2011-2015
37071031401,North Carolina,Gaston,Low-Income Community,2011-2015
37071031500,North Carolina,Gaston,Low-Income Community,2011-2015
37071031600,North Carolina,Gaston,Low-Income Community,2011-2015
37071031900,North Carolina,Gaston,Low-Income Community,2011-2015
37071032000,North Carolina,Gaston,Low-Income Community,2011-2015
37071032200,North Carolina,Gaston,Low-Income Community,2011-2015
37071033400,North Carolina,Gaston,Low-Income Community,2011-2015
37073970200,North Carolina,Gates,Non-LIC Contiguous,2011-2015
37075920300,North Carolina,Graham,Low-Income Community,2011-2015
37077970300,North Carolina,Granville,Low-Income Community,2011-2015
37079950101,North Carolina,Greene,Low-Income Community,2011-2015
37081010200,North Carolina,Guilford,Low-Income Community,2011-2015
37081010300,North Carolina,Guilford,Low-Income Community,2011-2015
37081010800,North Carolina,Guilford,Low-Income Community,2011-2015
37081011000,North Carolina,Guilford,Low-Income Community,2011-2015
37081011101,North Carolina,Guilford,Low-Income Community,2011-2015
37081011102,North Carolina,Guilford,Low-Income Community,2011-2015
37081011200,North Carolina,Guilford,Low-Income Community,2011-2015
37081011300,North Carolina,Guilford,Low-Income Community,2011-2015
37081011400,North Carolina,Guilford,Low-Income Community,2011-2015
37081012803,North Carolina,Guilford,Low-Income Community,2011-2015
37081013800,North Carolina,Guilford,Low-Income Community,2011-2015
37081014300,North Carolina,Guilford,Low-Income Community,2011-2015
37083930400,North Carolina,Halifax,Low-Income Community,2011-2015
37083930900,North Carolina,Halifax,Low-Income Community,2011-2015
37085070100,North Carolina,Harnett,Low-Income Community,2011-2015
37085070200,North Carolina,Harnett,Low-Income Community,2011-2015
37085070801,North Carolina,Harnett,Low-Income Community,2011-2015
37087920300,North Carolina,Haywood,Low-Income Community,2011-2015
37089931000,North Carolina,Henderson,Low-Income Community,2011-2015
37091950100,North Carolina,Hertford,Low-Income Community,2011-2015
37093970300,North Carolina,Hoke,Low-Income Community,2011-2015
37095920100,North Carolina,Hyde,Low-Income Community,2011-2015
37097060100,North Carolina,Iredell,Low-Income Community,2011-2015
37097060200,North Carolina,Iredell,Low-Income Community,2011-2015
37097061301,North Carolina,Iredell,Low-Income Community,2011-2015
37099950600,North Carolina,Jackson,Low-Income Community,2011-2015
37101040301,North Carolina,Johnston,Low-Income Community,2011-2015
37101040400,North Carolina,Johnston,Low-Income Community,2011-2015
37101040901,North Carolina,Johnston,Low-Income Community,2011-2015
37101041001,North Carolina,Johnston,Low-Income Community,2011-2015
37103920100,North Carolina,Jones,Low-Income Community,2011-2015
37105030200,North Carolina,Lee,Low-Income Community,2011-2015
37107010100,North Carolina,Lenoir,Low-Income Community,2011-2015
37107010800,North Carolina,Lenoir,Non-LIC Contiguous,2011-2015
37107010900,North Carolina,Lenoir,Low-Income Community,2011-2015
37109070800,North Carolina,Lincoln,Low-Income Community,2011-2015
37111970500,North Carolina,McDowell,Low-Income Community,2011-2015
37111970700,North Carolina,McDowell,Low-Income Community,2011-2015
37113970301,North Carolina,Macon,Low-Income Community,2011-2015
37115010200,North Carolina,Madison,Low-Income Community,2011-2015
37117970200,North Carolina,Martin,Low-Income Community,2011-2015
37119001606,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119001607,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119001702,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119003902,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119003903,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119004000,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119004100,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119004200,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119004500,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119004600,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119004700,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119004800,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119005100,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119005200,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119005301,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119005305,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37119005306,North Carolina,Mecklenburg,Low-Income Community,2011-2015
37121950300,North Carolina,Mitchell,Low-Income Community,2011-2015
37123960100,North Carolina,Montgomery,Low-Income Community,2011-2015
37125950200,North Carolina,Moore,Low-Income Community,2011-2015
37127010400,North Carolina,Nash,Low-Income Community,2011-2015
37127011500,North Carolina,Nash,Low-Income Community,2011-2015
37129011000,North Carolina,New Hanover,Low-Income Community,2011-2015
37129011100,North Carolina,New Hanover,Low-Income Community,2011-2015
37129011200,North Carolina,New Hanover,Low-Income Community,2011-2015
37129011903,North Carolina,New Hanover,Low-Income Community,2011-2015
37131920401,North Carolina,Northampton,Low-Income Community,2011-2015
37133001101,North Carolina,Onslow,Low-Income Community,2011-2015
37133002600,North Carolina,Onslow,Low-Income Community,2011-2015
37135011400,North Carolina,Orange,Low-Income Community,2011-2015
37137950102,North Carolina,Pamlico,Low-Income Community,2011-2015
37139960100,North Carolina,Pasquotank,Low-Income Community,2011-2015
37139960200,North Carolina,Pasquotank,Low-Income Community,2011-2015
37141920601,North Carolina,Pender,Low-Income Community,2011-2015
37141920602,North Carolina,Pender,Low-Income Community,2011-2015
37143920201,North Carolina,Perquimans,Low-Income Community,2011-2015
37145920100,North Carolina,Person,Low-Income Community,2011-2015
37145920200,North Carolina,Person,Low-Income Community,2011-2015
37147000701,North Carolina,Pitt,Low-Income Community,2011-2015
37147000702,North Carolina,Pitt,Low-Income Community,2011-2015
37147000800,North Carolina,Pitt,Low-Income Community,2011-2015
37147000900,North Carolina,Pitt,Low-Income Community,2011-2015
37147001800,North Carolina,Pitt,Low-Income Community,2011-2015
37149920200,North Carolina,Polk,Non-LIC Contiguous,2011-2015
37151031000,North Carolina,Randolph,Low-Income Community,2011-2015
37151031200,North Carolina,Randolph,Low-Income Community,2011-2015
37151031400,North Carolina,Randolph,Low-Income Community,2011-2015
37153970300,North Carolina,Richmond,Low-Income Community,2011-2015
37153971100,North Carolina,Richmond,Low-Income Community,2011-2015
37155960101,North Carolina,Robeson,Low-Income Community,2011-2015
37155960102,North Carolina,Robeson,Low-Income Community,2011-2015
37155960201,North Carolina,Robeson,Low-Income Community,2011-2015
37155960401,North Carolina,Robeson,Low-Income Community,2011-2015
37155960502,North Carolina,Robeson,Low-Income Community,2011-2015
37155960600,North Carolina,Robeson,Low-Income Community,2011-2015
37155960801,North Carolina,Robeson,Low-Income Community,2011-2015
37157040200,North Carolina,Rockingham,Low-Income Community,2011-2015
37157040900,North Carolina,Rockingham,Low-Income Community,2011-2015
37157041300,North Carolina,Rockingham,Low-Income Community,2011-2015
37159050201,North Carolina,Rowan,Low-Income Community,2011-2015
37159050202,North Carolina,Rowan,Low-Income Community,2011-2015
37159050800,North Carolina,Rowan,Low-Income Community,2011-2015
37159051700,North Carolina,Rowan,Low-Income Community,2011-2015
37159052000,North Carolina,Rowan,Low-Income Community,2011-2015
37161960200,North Carolina,Rutherford,Low-Income Community,2011-2015
37161960900,North Carolina,Rutherford,Low-Income Community,2011-2015
37161961101,North Carolina,Rutherford,Low-Income Community,2011-2015
37163970100,North Carolina,Sampson,Low-Income Community,2011-2015
37163970600,North Carolina,Sampson,Low-Income Community,2011-2015
37165010400,North Carolina,Scotland,Low-Income Community,2011-2015
37167931000,North Carolina,Stanly,Low-Income Community,2011-2015
37169070501,North Carolina,Stokes,Low-Income Community,2011-2015
37171930400,North Carolina,Surry,Low-Income Community,2011-2015
37171930600,North Carolina,Surry,Low-Income Community,2011-2015
37171931002,North Carolina,Surry,Low-Income Community,2011-2015
37173960200,North Carolina,Swain,Low-Income Community,2011-2015
37175960100,North Carolina,Transylvania,Low-Income Community,2011-2015
37177960100,North Carolina,Tyrrell,Low-Income Community,2011-2015
37179020601,North Carolina,Union,Low-Income Community,2011-2015
37179020602,North Carolina,Union,Low-Income Community,2011-2015
37181960500,North Carolina,Vance,Low-Income Community,2011-2015
37183050900,North Carolina,Wake,Low-Income Community,2011-2015
37183052407,North Carolina,Wake,Low-Income Community,2011-2015
37183052704,North Carolina,Wake,Low-Income Community,2011-2015
37183052706,North Carolina,Wake,Low-Income Community,2011-2015
37183052803,North Carolina,Wake,Low-Income Community,2011-2015
37183052807,North Carolina,Wake,Low-Income Community,2011-2015
37183053009,North Carolina,Wake,Low-Income Community,2011-2015
37183053519,North Carolina,Wake,Low-Income Community,2011-2015
37183054008,North Carolina,Wake,Low-Income Community,2011-2015
37183054018,North Carolina,Wake,Low-Income Community,2011-2015
37183054108,North Carolina,Wake,Low-Income Community,2011-2015
37183054112,North Carolina,Wake,Low-Income Community,2011-2015
37183054500,North Carolina,Wake,Low-Income Community,2011-2015
37185950200,North Carolina,Warren,Low-Income Community,2011-2015
37187950200,North Carolina,Washington,Low-Income Community,2011-2015
37189920601,North Carolina,Watauga,Low-Income Community,2011-2015
37191000901,North Carolina,Wayne,Low-Income Community,2011-2015
37191001500,North Carolina,Wayne,Low-Income Community,2011-2015
37191001800,North Carolina,Wayne,Low-Income Community,2011-2015
37191001900,North Carolina,Wayne,Low-Income Community,2011-2015
37193960600,North Carolina,Wilkes,Low-Income Community,2011-2015
37193961001,North Carolina,Wilkes,Non-LIC Contiguous,2011-2015
37193961100,North Carolina,Wilkes,Low-Income Community,2011-2015
37195000100,North Carolina,Wilson,Low-Income Community,2011-2015
37195000801,North Carolina,Wilson,Low-Income Community,2011-2015
37195001100,North Carolina,Wilson,Non-LIC Contiguous,2011-2015
37197050501,North Carolina,Yadkin,Low-Income Community,2011-2015
37199960300,North Carolina,Yancey,Low-Income Community,2011-2015
38003968200,North Dakota,Barnes,Low-Income Community,2011-2015
38005940100,North Dakota,Benson,Low-Income Community,2011-2015
38015010100,North Dakota,Burleigh,Low-Income Community,2011-2015
38015010200,North Dakota,Burleigh,Low-Income Community,2011-2015
38015010800,North Dakota,Burleigh,Low-Income Community,2011-2015
38017000501,North Dakota,Cass,Low-Income Community,2011-2015
38017000502,North Dakota,Cass,Low-Income Community,2011-2015
38017000600,North Dakota,Cass,Low-Income Community,2011-2015
38017000700,North Dakota,Cass,Low-Income Community,2011-2015
38017010107,North Dakota,Cass,Low-Income Community,2011-2015
38021973400,North Dakota,Dickey,Low-Income Community,2011-2015
38029966500,North Dakota,Emmons,Low-Income Community,2011-2015
38035010100,North Dakota,Grand Forks,Low-Income Community,2011-2015
38035010200,North Dakota,Grand Forks,Low-Income Community,2011-2015
38035010600,North Dakota,Grand Forks,Low-Income Community,2012-2016
38053940100,North Dakota,McKenzie,Low-Income Community,2011-2015
38059020500,North Dakota,Morton,Low-Income Community,2011-2015
38079941800,North Dakota,Rolette,Low-Income Community,2011-2015
38079951600,North Dakota,Rolette,Low-Income Community,2011-2015
38079951700,North Dakota,Rolette,Low-Income Community,2011-2015
38085940900,North Dakota,Sioux,Low-Income Community,2011-2015
38093967800,North Dakota,Stutsman,Low-Income Community,2011-2015
